tota_name	docid	year	decade	new_name3_matt	doc_chapter_id
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Trade Remedies	pta_341_529
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Unfair Trade Practices	pta_341_530
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Technical Regulations And Barriers To Trade	pta_341_531
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Technical Regulations And Barriers To Trade	pta_341_3084
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Investment	pta_341_3085
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Trade In Services	pta_341_3086
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Movement Of Persons	pta_341_3087
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Transparency	pta_341_3088
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Administration	pta_341_3089
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Dispute Settlement	pta_341_3090
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Trade Remedies	pta_341_3091
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	General Provisions	pta_341_3092
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	General Provisions	pta_341_3093
El Salvador- Honduras - Chinese Taipei	pta_341	2007	200	Conclusions	pta_341_3094
MERCOSUR - India	pta_340	2004	200	Preamble	pta_340_3064
MERCOSUR - India	pta_340	2004	200	Objectives, Definitions and Scope	pta_340_3065
MERCOSUR - India	pta_340	2004	200	Trade Facilitation	pta_340_3066
MERCOSUR - India	pta_340	2004	200	Trade Remedies	pta_340_3067
MERCOSUR - India	pta_340	2004	200	Competition-Related Matters	pta_340_3068
MERCOSUR - India	pta_340	2004	200	Rules of origin	pta_340_3069
MERCOSUR - India	pta_340	2004	200	Border Measures	pta_340_3070
MERCOSUR - India	pta_340	2004	200	Border Measures	pta_340_3071
MERCOSUR - India	pta_340	2004	200	Trade Remedies	pta_340_3072
MERCOSUR - India	pta_340	2004	200	Trade Remedies	pta_340_3073
MERCOSUR - India	pta_340	2004	200	Technical Regulations And Barriers To Trade	pta_340_3074
MERCOSUR - India	pta_340	2004	200	Technical Regulations And Barriers To Trade	pta_340_3075
MERCOSUR - India	pta_340	2004	200	Administration	pta_340_3076
MERCOSUR - India	pta_340	2004	200	Modifications	pta_340_3077
MERCOSUR - India	pta_340	2004	200	Dispute Settlement	pta_340_3078
MERCOSUR - India	pta_340	2004	200	Accession, Withdrawal And Entry Into Force	pta_340_3079
MERCOSUR - India	pta_340	2004	200	Accession, Withdrawal And Entry Into Force	pta_340_3080
MERCOSUR - India	pta_340	2004	200	Accession, Withdrawal And Entry Into Force	pta_340_3082
MERCOSUR - India	pta_340	2004	200	Conclusions	pta_340_3083
Japan - Mexico	pta_34	2004	200	Preamble	pta_34_513
Japan - Mexico	pta_34	2004	200	Objectives, Definitions and Scope	pta_34_514
Japan - Mexico	pta_34	2004	200	Objectives, Definitions and Scope	pta_34_515
Japan - Mexico	pta_34	2004	200	Trade in Goods	pta_34_516
Japan - Mexico	pta_34	2004	200	Rules of origin	pta_34_517
Japan - Mexico	pta_34	2004	200	Border Measures	pta_34_518
Japan - Mexico	pta_34	2004	200	Trade Remedies	pta_34_519
Japan - Mexico	pta_34	2004	200	Investment	pta_34_520
Japan - Mexico	pta_34	2004	200	Trade In Services	pta_34_521
Japan - Mexico	pta_34	2004	200	Trade In Services	pta_34_522
Japan - Mexico	pta_34	2004	200	Movement Of Persons	pta_34_523
Japan - Mexico	pta_34	2004	200	Government Procurement	pta_34_524
Japan - Mexico	pta_34	2004	200	Competition-Related Matters	pta_34_525
Japan - Mexico	pta_34	2004	200	Private Sector And Business	pta_34_526
Japan - Mexico	pta_34	2004	200	General Provisions	pta_34_527
Japan - Mexico	pta_34	2004	200	Dispute Settlement	pta_34_528
Japan - Mexico	pta_34	2004	200	Administration	pta_34_529
Japan - Mexico	pta_34	2004	200	Trade Remedies	pta_34_530
Japan - Mexico	pta_34	2004	200	General Provisions	pta_34_531
Japan - Mexico	pta_34	2004	200	Conclusions	pta_34_532
Turkey - Jordan	pta_337	2009	200	Preamble	pta_337_3010
Turkey - Jordan	pta_337	2009	200	Industry	pta_337_3011
Turkey - Jordan	pta_337	2009	200	Agriculture	pta_337_3012
Turkey - Jordan	pta_337	2009	200	General Provisions	pta_337_3013
Turkey - Jordan	pta_337	2009	200	Competition-Related Matters	pta_337_3014
Turkey - Jordan	pta_337	2009	200	Economic Co-operation	pta_337_3015
Turkey - Jordan	pta_337	2009	200	Institutions	pta_337_3016
Turkey - Jordan	pta_337	2009	200	Conclusions	pta_337_3017
China - Singapore	pta_336	2008	200	Preamble	pta_336_2994
China - Singapore	pta_336	2008	200	General Provisions	pta_336_2995
China - Singapore	pta_336	2008	200	Objectives, Definitions and Scope	pta_336_2996
China - Singapore	pta_336	2008	200	Trade in Goods	pta_336_2997
China - Singapore	pta_336	2008	200	Rules of origin	pta_336_2998
China - Singapore	pta_336	2008	200	Border Measures	pta_336_2999
China - Singapore	pta_336	2008	200	Trade Remedies	pta_336_3000
China - Singapore	pta_336	2008	200	Technical Regulations And Barriers To Trade	pta_336_3001
China - Singapore	pta_336	2008	200	Trade In Services	pta_336_3002
China - Singapore	pta_336	2008	200	Movement Of Persons	pta_336_3003
China - Singapore	pta_336	2008	200	Investment	pta_336_3004
China - Singapore	pta_336	2008	200	Economic Co-operation	pta_336_3005
China - Singapore	pta_336	2008	200	Dispute Settlement	pta_336_3006
China - Singapore	pta_336	2008	200	Trade Remedies	pta_336_3007
China - Singapore	pta_336	2008	200	General Provisions	pta_336_3008
China - Singapore	pta_336	2008	200	Conclusions	pta_336_3009
Peru - Singapore	pta_335	2008	200	General Provisions	pta_335_2974
Peru - Singapore	pta_335	2008	200	Trade in Goods	pta_335_2975
Peru - Singapore	pta_335	2008	200	Agriculture	pta_335_2976
Peru - Singapore	pta_335	2008	200	Rules of origin	pta_335_2977
Peru - Singapore	pta_335	2008	200	Border Measures	pta_335_2978
Peru - Singapore	pta_335	2008	200	Technical Regulations And Barriers To Trade	pta_335_2979
Peru - Singapore	pta_335	2008	200	Technical Regulations And Barriers To Trade	pta_335_2980
Peru - Singapore	pta_335	2008	200	Trade Remedies	pta_335_2981
Peru - Singapore	pta_335	2008	200	Government Procurement	pta_335_2982
Peru - Singapore	pta_335	2008	200	Investment	pta_335_2983
Peru - Singapore	pta_335	2008	200	Trade In Services	pta_335_2984
Peru - Singapore	pta_335	2008	200	Movement Of Persons	pta_335_2985
Peru - Singapore	pta_335	2008	200	Trade Facilitation	pta_335_2986
Peru - Singapore	pta_335	2008	200	Competition-Related Matters	pta_335_2987
Peru - Singapore	pta_335	2008	200	Transparency	pta_335_2988
Peru - Singapore	pta_335	2008	200	Administration	pta_335_2989
Peru - Singapore	pta_335	2008	200	Dispute Settlement	pta_335_2990
Peru - Singapore	pta_335	2008	200	Trade Remedies	pta_335_2991
Peru - Singapore	pta_335	2008	200	General Provisions	pta_335_2992
Peru - Singapore	pta_335	2008	200	Conclusions	pta_335_2993
New Zealand - Malaysia	pta_334	2009	200	Preamble	pta_334_2954
New Zealand - Malaysia	pta_334	2009	200	General Provisions	pta_334_2955
New Zealand - Malaysia	pta_334	2009	200	Trade in Goods	pta_334_2956
New Zealand - Malaysia	pta_334	2009	200	Rules of origin	pta_334_2957
New Zealand - Malaysia	pta_334	2009	200	Border Measures	pta_334_2958
New Zealand - Malaysia	pta_334	2009	200	Trade Remedies	pta_334_2959
New Zealand - Malaysia	pta_334	2009	200	Technical Regulations And Barriers To Trade	pta_334_2960
New Zealand - Malaysia	pta_334	2009	200	Technical Regulations And Barriers To Trade	pta_334_2961
New Zealand - Malaysia	pta_334	2009	200	Trade In Services	pta_334_2962
New Zealand - Malaysia	pta_334	2009	200	Movement Of Persons	pta_334_2963
New Zealand - Malaysia	pta_334	2009	200	Investment	pta_334_2964
New Zealand - Malaysia	pta_334	2009	200	Intellectual Property	pta_334_2965
New Zealand - Malaysia	pta_334	2009	200	Competition-Related Matters	pta_334_2966
New Zealand - Malaysia	pta_334	2009	200	Economic Co-operation	pta_334_2967
New Zealand - Malaysia	pta_334	2009	200	Transparency	pta_334_2968
New Zealand - Malaysia	pta_334	2009	200	Institutions	pta_334_2969
New Zealand - Malaysia	pta_334	2009	200	Dispute Settlement	pta_334_2970
New Zealand - Malaysia	pta_334	2009	200	Trade Remedies	pta_334_2971
New Zealand - Malaysia	pta_334	2009	200	General Provisions	pta_334_2972
New Zealand - Malaysia	pta_334	2009	200	Conclusions	pta_334_2973
Hong Kong, China - New Zealand	pta_333	2010	201	Preamble	pta_333_2932
Hong Kong, China - New Zealand	pta_333	2010	201	General Provisions	pta_333_2933
Hong Kong, China - New Zealand	pta_333	2010	201	Objectives, Definitions and Scope	pta_333_2934
Hong Kong, China - New Zealand	pta_333	2010	201	Trade in Goods	pta_333_2935
Hong Kong, China - New Zealand	pta_333	2010	201	Rules of origin	pta_333_2936
Hong Kong, China - New Zealand	pta_333	2010	201	Border Measures	pta_333_2937
Hong Kong, China - New Zealand	pta_333	2010	201	Trade Remedies	pta_333_2938
Hong Kong, China - New Zealand	pta_333	2010	201	Technical Regulations And Barriers To Trade	pta_333_2939
Hong Kong, China - New Zealand	pta_333	2010	201	Technical Regulations And Barriers To Trade	pta_333_2940
Hong Kong, China - New Zealand	pta_333	2010	201	Competition-Related Matters	pta_333_2941
Hong Kong, China - New Zealand	pta_333	2010	201	Trade Facilitation	pta_333_2942
Hong Kong, China - New Zealand	pta_333	2010	201	Intellectual Property	pta_333_2943
Hong Kong, China - New Zealand	pta_333	2010	201	Government Procurement	pta_333_2944
Hong Kong, China - New Zealand	pta_333	2010	201	Trade In Services	pta_333_2945
Hong Kong, China - New Zealand	pta_333	2010	201	Movement Of Persons	pta_333_2946
Hong Kong, China - New Zealand	pta_333	2010	201	Transparency	pta_333_2947
Hong Kong, China - New Zealand	pta_333	2010	201	Dispute Settlement	pta_333_2948
Hong Kong, China - New Zealand	pta_333	2010	201	Administration	pta_333_2949
Hong Kong, China - New Zealand	pta_333	2010	201	General Provisions	pta_333_2950
Hong Kong, China - New Zealand	pta_333	2010	201	Trade Remedies	pta_333_2951
Hong Kong, China - New Zealand	pta_333	2010	201	General Provisions	pta_333_2952
Hong Kong, China - New Zealand	pta_333	2010	201	Conclusions	pta_333_2953
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	Preamble	pta_332_2924
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	General Provisions	pta_332_2925
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	Trade in Goods	pta_332_2926
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	Fisheries And Maritime	pta_332_2927
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	Economic Co-operation	pta_332_2928
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	Dispute Settlement	pta_332_2930
EU - Eastern and Southern Africa States Interim EPA	pta_332	2009	200	Conclusions	pta_332_2931
EFTA - GCC	pta_331	2009	200	Preamble	pta_331_511
EFTA - GCC	pta_331	2009	200	General Provisions	pta_331_512
EFTA - GCC	pta_331	2009	200	Trade in Goods	pta_331_2915
EFTA - GCC	pta_331	2009	200	Trade In Services	pta_331_2916
EFTA - GCC	pta_331	2009	200	Competition-Related Matters	pta_331_2917
EFTA - GCC	pta_331	2009	200	Intellectual Property	pta_331_2918
EFTA - GCC	pta_331	2009	200	Government Procurement	pta_331_2919
EFTA - GCC	pta_331	2009	200	Institutions	pta_331_2920
EFTA - GCC	pta_331	2009	200	Dispute Settlement	pta_331_2921
EFTA - GCC	pta_331	2009	200	General Provisions	pta_331_2922
EFTA - GCC	pta_331	2009	200	Conclusions	pta_331_2923
Iceland - China	pta_330	2013	201	Preamble	pta_330_2901
Iceland - China	pta_330	2013	201	General Provisions	pta_330_2902
Iceland - China	pta_330	2013	201	Trade in Goods	pta_330_2903
Iceland - China	pta_330	2013	201	Rules of origin	pta_330_2904
Iceland - China	pta_330	2013	201	Border Measures	pta_330_2905
Iceland - China	pta_330	2013	201	Competition-Related Matters	pta_330_2906
Iceland - China	pta_330	2013	201	Intellectual Property	pta_330_2907
Iceland - China	pta_330	2013	201	Trade In Services	pta_330_2908
Iceland - China	pta_330	2013	201	Investment	pta_330_2909
Iceland - China	pta_330	2013	201	General Provisions	pta_330_2910
Iceland - China	pta_330	2013	201	Institutions	pta_330_2911
Iceland - China	pta_330	2013	201	Dispute Settlement	pta_330_2912
Iceland - China	pta_330	2013	201	General Provisions	pta_330_2913
Iceland - China	pta_330	2013	201	Conclusions	pta_330_2914
EFTA - Tunisia	pta_33	2004	200	Preamble	pta_33_501
EFTA - Tunisia	pta_33	2004	200	General Provisions	pta_33_502
EFTA - Tunisia	pta_33	2004	200	Trade in Goods	pta_33_503
EFTA - Tunisia	pta_33	2004	200	Intellectual Property	pta_33_504
EFTA - Tunisia	pta_33	2004	200	Investment	pta_33_505
EFTA - Tunisia	pta_33	2004	200	Trade In Services	pta_33_506
EFTA - Tunisia	pta_33	2004	200	Payments And Movement Of Capital	pta_33_507
EFTA - Tunisia	pta_33	2004	200	Government Procurement	pta_33_508
EFTA - Tunisia	pta_33	2004	200	Economic Co-operation	pta_33_509
EFTA - Tunisia	pta_33	2004	200	Institutions	pta_33_510
EFTA - Tunisia	pta_33	2004	200	General Provisions	pta_33_511
EFTA - Tunisia	pta_33	2004	200	Conclusions	pta_33_512
Chile - Malaysia	pta_329	2010	201	Preamble	pta_329_2885
Chile - Malaysia	pta_329	2010	201	General Provisions	pta_329_2886
Chile - Malaysia	pta_329	2010	201	Objectives, Definitions and Scope	pta_329_2887
Chile - Malaysia	pta_329	2010	201	Trade in Goods	pta_329_2888
Chile - Malaysia	pta_329	2010	201	Rules of origin	pta_329_2889
Chile - Malaysia	pta_329	2010	201	Border Measures	pta_329_2890
Chile - Malaysia	pta_329	2010	201	Technical Regulations And Barriers To Trade	pta_329_2891
Chile - Malaysia	pta_329	2010	201	Technical Regulations And Barriers To Trade	pta_329_2892
Chile - Malaysia	pta_329	2010	201	Trade Remedies	pta_329_2893
Chile - Malaysia	pta_329	2010	201	General Provisions	pta_329_2894
Chile - Malaysia	pta_329	2010	201	Transparency	pta_329_2895
Chile - Malaysia	pta_329	2010	201	Institutions	pta_329_2896
Chile - Malaysia	pta_329	2010	201	Dispute Settlement	pta_329_2897
Chile - Malaysia	pta_329	2010	201	Trade Remedies	pta_329_2898
Chile - Malaysia	pta_329	2010	201	General Provisions	pta_329_2899
Chile - Malaysia	pta_329	2010	201	Conclusions	pta_329_2900
ASEAN - Australia - New Zealand	pta_327	2009	200	Preamble	pta_327_2862
ASEAN - Australia - New Zealand	pta_327	2009	200	Market Access And Integration	pta_327_2863
ASEAN - Australia - New Zealand	pta_327	2009	200	Trade in Goods	pta_327_2864
ASEAN - Australia - New Zealand	pta_327	2009	200	Rules of origin	pta_327_2865
ASEAN - Australia - New Zealand	pta_327	2009	200	Border Measures	pta_327_2866
ASEAN - Australia - New Zealand	pta_327	2009	200	Technical Regulations And Barriers To Trade	pta_327_2867
ASEAN - Australia - New Zealand	pta_327	2009	200	Technical Regulations And Barriers To Trade	pta_327_2868
ASEAN - Australia - New Zealand	pta_327	2009	200	Trade Remedies	pta_327_2869
ASEAN - Australia - New Zealand	pta_327	2009	200	Trade In Services	pta_327_2870
ASEAN - Australia - New Zealand	pta_327	2009	200	Movement Of Persons	pta_327_2871
ASEAN - Australia - New Zealand	pta_327	2009	200	Trade Facilitation	pta_327_2872
ASEAN - Australia - New Zealand	pta_327	2009	200	Investment	pta_327_2873
ASEAN - Australia - New Zealand	pta_327	2009	200	Economic Co-operation	pta_327_2874
ASEAN - Australia - New Zealand	pta_327	2009	200	Intellectual Property	pta_327_2875
ASEAN - Australia - New Zealand	pta_327	2009	200	Competition-Related Matters	pta_327_2876
ASEAN - Australia - New Zealand	pta_327	2009	200	General Provisions	pta_327_2877
ASEAN - Australia - New Zealand	pta_327	2009	200	Institutions	pta_327_2878
ASEAN - Australia - New Zealand	pta_327	2009	200	Dispute Settlement	pta_327_2879
ASEAN - Australia - New Zealand	pta_327	2009	200	General Provisions	pta_327_2880
ASEAN - Australia - New Zealand	pta_327	2009	200	Conclusions	pta_327_2881
Panama - Chinese Taipei	pta_326	2003	200	Preamble	pta_326_2839
Panama - Chinese Taipei	pta_326	2003	200	General Provisions	pta_326_2840
Panama - Chinese Taipei	pta_326	2003	200	Objectives, Definitions and Scope	pta_326_2841
Panama - Chinese Taipei	pta_326	2003	200	Border Measures	pta_326_2842
Panama - Chinese Taipei	pta_326	2003	200	Rules of origin	pta_326_2843
Panama - Chinese Taipei	pta_326	2003	200	Border Measures	pta_326_2844
Panama - Chinese Taipei	pta_326	2003	200	Trade Remedies	pta_326_2845
Panama - Chinese Taipei	pta_326	2003	200	Unfair Trade Practices	pta_326_2846
Panama - Chinese Taipei	pta_326	2003	200	Technical Regulations And Barriers To Trade	pta_326_2847
Panama - Chinese Taipei	pta_326	2003	200	Technical Regulations And Barriers To Trade	pta_326_2848
Panama - Chinese Taipei	pta_326	2003	200	Investment	pta_326_2849
Panama - Chinese Taipei	pta_326	2003	200	Trade In Services	pta_326_2850
Panama - Chinese Taipei	pta_326	2003	200	Trade In Services	pta_326_2851
Panama - Chinese Taipei	pta_326	2003	200	Transport And Communications	pta_326_2852
Panama - Chinese Taipei	pta_326	2003	200	Movement Of Persons	pta_326_2853
Panama - Chinese Taipei	pta_326	2003	200	Competition-Related Matters	pta_326_2854
Panama - Chinese Taipei	pta_326	2003	200	Intellectual Property	pta_326_2855
Panama - Chinese Taipei	pta_326	2003	200	Transparency	pta_326_2856
Panama - Chinese Taipei	pta_326	2003	200	Administration	pta_326_2857
Panama - Chinese Taipei	pta_326	2003	200	Dispute Settlement	pta_326_2858
Panama - Chinese Taipei	pta_326	2003	200	Trade Remedies	pta_326_2859
Panama - Chinese Taipei	pta_326	2003	200	General Provisions	pta_326_2860
Panama - Chinese Taipei	pta_326	2003	200	Conclusions	pta_326_2861
Guatemala - Chinese Taipei	pta_325	2005	200	Preamble	pta_325_2816
Guatemala - Chinese Taipei	pta_325	2005	200	General Provisions	pta_325_2817
Guatemala - Chinese Taipei	pta_325	2005	200	Objectives, Definitions and Scope	pta_325_2818
Guatemala - Chinese Taipei	pta_325	2005	200	Border Measures	pta_325_2819
Guatemala - Chinese Taipei	pta_325	2005	200	Rules of origin	pta_325_2820
Guatemala - Chinese Taipei	pta_325	2005	200	Border Measures	pta_325_2821
Guatemala - Chinese Taipei	pta_325	2005	200	Trade Remedies	pta_325_2822
Guatemala - Chinese Taipei	pta_325	2005	200	Unfair Trade Practices	pta_325_2823
Guatemala - Chinese Taipei	pta_325	2005	200	Technical Regulations And Barriers To Trade	pta_325_2824
Guatemala - Chinese Taipei	pta_325	2005	200	Technical Regulations And Barriers To Trade	pta_325_2825
Guatemala - Chinese Taipei	pta_325	2005	200	Investment	pta_325_2826
Guatemala - Chinese Taipei	pta_325	2005	200	Trade In Services	pta_325_2827
Guatemala - Chinese Taipei	pta_325	2005	200	Movement Of Persons	pta_325_2828
Guatemala - Chinese Taipei	pta_325	2005	200	Transport And Communications	pta_325_2829
Guatemala - Chinese Taipei	pta_325	2005	200	Fisheries And Maritime	pta_325_2830
Guatemala - Chinese Taipei	pta_325	2005	200	Intellectual Property	pta_325_2831
Guatemala - Chinese Taipei	pta_325	2005	200	Transparency	pta_325_2832
Guatemala - Chinese Taipei	pta_325	2005	200	Administration	pta_325_2833
Guatemala - Chinese Taipei	pta_325	2005	200	Dispute Settlement	pta_325_2834
Guatemala - Chinese Taipei	pta_325	2005	200	Trade Remedies	pta_325_2835
Guatemala - Chinese Taipei	pta_325	2005	200	General Provisions	pta_325_2836
Guatemala - Chinese Taipei	pta_325	2005	200	General Provisions	pta_325_2837
Guatemala - Chinese Taipei	pta_325	2005	200	Conclusions	pta_325_2838
EU - San Marino	pta_322	1991	199	Preamble	pta_322_497
EU - San Marino	pta_322	1991	199	Border Measures	pta_322_498
EU - San Marino	pta_322	1991	199	General Provisions	pta_322_499
EU - San Marino	pta_322	1991	199	Social Matters	pta_322_500
EU - San Marino	pta_322	1991	199	General Provisions	pta_322_2808
EU - San Marino	pta_322	1991	199	Conclusions	pta_322_2809
Third Convention of Lomé	pta_320	1984	198	Preamble	pta_320_2770
Third Convention of Lomé	pta_320	1984	198	Objectives, Definitions and Scope	pta_320_2771
Third Convention of Lomé	pta_320	1984	198	Objectives, Definitions and Scope	pta_320_2772
Third Convention of Lomé	pta_320	1984	198	Objectives, Definitions and Scope	pta_320_2773
Third Convention of Lomé	pta_320	1984	198	Institutions	pta_320_2774
Third Convention of Lomé	pta_320	1984	198	Agriculture	pta_320_2775
Third Convention of Lomé	pta_320	1984	198	Environment And Natural Resources	pta_320_2776
Third Convention of Lomé	pta_320	1984	198	Agriculture	pta_320_2777
Third Convention of Lomé	pta_320	1984	198	Fisheries And Maritime	pta_320_2778
Third Convention of Lomé	pta_320	1984	198	Industry	pta_320_2779
Third Convention of Lomé	pta_320	1984	198	Environment And Natural Resources	pta_320_2780
Third Convention of Lomé	pta_320	1984	198	Transport And Communications	pta_320_2781
Third Convention of Lomé	pta_320	1984	198	Trade In Services	pta_320_2782
Third Convention of Lomé	pta_320	1984	198	Market Access And Integration	pta_320_2783
Third Convention of Lomé	pta_320	1984	198	Cultural Matters	pta_320_2784
Third Convention of Lomé	pta_320	1984	198	Social Matters	pta_320_2785
Third Convention of Lomé	pta_320	1984	198	Cultural Matters	pta_320_2786
Third Convention of Lomé	pta_320	1984	198	General Provisions	pta_320_2787
Third Convention of Lomé	pta_320	1984	198	Agriculture	pta_320_2788
Third Convention of Lomé	pta_320	1984	198	Payments And Movement Of Capital	pta_320_2789
Third Convention of Lomé	pta_320	1984	198	Agriculture	pta_320_2790
Third Convention of Lomé	pta_320	1984	198	General Provisions	pta_320_2791
Third Convention of Lomé	pta_320	1984	198	Financial Co-operation	pta_320_2792
Third Convention of Lomé	pta_320	1984	198	Technical Regulations And Barriers To Trade	pta_320_2793
Third Convention of Lomé	pta_320	1984	198	Investment	pta_320_2795
Third Convention of Lomé	pta_320	1984	198	Payments And Movement Of Capital	pta_320_2796
Third Convention of Lomé	pta_320	1984	198	Accession, Withdrawal And Entry Into Force	pta_320_2797
Third Convention of Lomé	pta_320	1984	198	Economic Development	pta_320_2798
Third Convention of Lomé	pta_320	1984	198	Administration	pta_320_2801
Third Convention of Lomé	pta_320	1984	198	Administration	pta_320_2802
Third Convention of Lomé	pta_320	1984	198	Administration	pta_320_2804
Third Convention of Lomé	pta_320	1984	198	General Provisions	pta_320_2805
Third Convention of Lomé	pta_320	1984	198	General Provisions	pta_320_2806
Third Convention of Lomé	pta_320	1984	198	Conclusions	pta_320_2807
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Preamble	pta_32_46
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Objectives, Definitions and Scope	pta_32_478
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Objectives, Definitions and Scope	pta_32_479
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Institutions	pta_32_480
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Agriculture	pta_32_481
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Science, Technology And Information	pta_32_482
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Environment And Natural Resources	pta_32_483
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Transport And Communications	pta_32_484
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Accession, Withdrawal And Entry Into Force	pta_32_486
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Legal And Judicial Affairs	pta_32_487
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Social Matters	pta_32_488
Economic Community of West African States (ECOWAS)	pta_32	1993	199	General Provisions	pta_32_489
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Financial Co-operation	pta_32_491
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Dispute Settlement	pta_32_492
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Border Measures	pta_32_493
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Instituitons	pta_32_494
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Instituitons	pta_32_495
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Instituitons	pta_32_496
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Instituitons	pta_32_497
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Instituitons	pta_32_498
Economic Community of West African States (ECOWAS)	pta_32	1993	199	General Provisions	pta_32_499
Economic Community of West African States (ECOWAS)	pta_32	1993	199	Conclusions	pta_32_500
Second Convention of Lomé	pta_319	1979	197	Preamble	pta_319_2740
Second Convention of Lomé	pta_319	1979	197	Trade-Related Provisions	pta_319_2741
Second Convention of Lomé	pta_319	1979	197	Agriculture	pta_319_2742
Second Convention of Lomé	pta_319	1979	197	Trade Facilitation	pta_319_2743
Second Convention of Lomé	pta_319	1979	197	Payments And Movement Of Capital	pta_319_2744
Second Convention of Lomé	pta_319	1979	197	Agriculture	pta_319_2745
Second Convention of Lomé	pta_319	1979	197	Economic Development	pta_319_2746
Second Convention of Lomé	pta_319	1979	197	Environment And Natural Resources	pta_319_2747
Second Convention of Lomé	pta_319	1979	197	Investment	pta_319_2748
Second Convention of Lomé	pta_319	1979	197	Industry	pta_319_2749
Second Convention of Lomé	pta_319	1979	197	Agriculture	pta_319_2750
Second Convention of Lomé	pta_319	1979	197	General Provisions	pta_319_2751
Second Convention of Lomé	pta_319	1979	197	Financial Co-operation	pta_319_2752
Second Convention of Lomé	pta_319	1979	197	Administration	pta_319_2754
Second Convention of Lomé	pta_319	1979	197	Financial Co-operation	pta_319_2756
Second Convention of Lomé	pta_319	1979	197	Competition-Related Matters	pta_319_2757
Second Convention of Lomé	pta_319	1979	197	Market Access And Integration	pta_319_2758
Second Convention of Lomé	pta_319	1979	197	Economic Development	pta_319_2759
Second Convention of Lomé	pta_319	1979	197	Technical Regulations And Barriers To Trade	pta_319_2760
Second Convention of Lomé	pta_319	1979	197	Economic Development	pta_319_2761
Second Convention of Lomé	pta_319	1979	197	Monetary And Taxation	pta_319_2763
Second Convention of Lomé	pta_319	1979	197	Economic Development	pta_319_2764
Second Convention of Lomé	pta_319	1979	197	Payments And Movement Of Capital	pta_319_2765
Second Convention of Lomé	pta_319	1979	197	Accession, Withdrawal And Entry Into Force	pta_319_2766
Second Convention of Lomé	pta_319	1979	197	Institutions	pta_319_2767
Second Convention of Lomé	pta_319	1979	197	General Provisions	pta_319_2768
Second Convention of Lomé	pta_319	1979	197	Conclusions	pta_319_2769
First Convention of Lomé	pta_318	1975	197	Preamble	pta_318_2728
First Convention of Lomé	pta_318	1975	197	Trade-Related Provisions	pta_318_2729
First Convention of Lomé	pta_318	1975	197	Trade Facilitation	pta_318_2730
First Convention of Lomé	pta_318	1975	197	Payments And Movement Of Capital	pta_318_2731
First Convention of Lomé	pta_318	1975	197	Agriculture	pta_318_2732
First Convention of Lomé	pta_318	1975	197	Industry	pta_318_2733
First Convention of Lomé	pta_318	1975	197	Financial Co-operation	pta_318_2734
First Convention of Lomé	pta_318	1975	197	Accession, Withdrawal And Entry Into Force	pta_318_2735
First Convention of Lomé	pta_318	1975	197	Payments And Movement Of Capital	pta_318_2736
First Convention of Lomé	pta_318	1975	197	Institutions	pta_318_2737
First Convention of Lomé	pta_318	1975	197	General Provisions	pta_318_2738
First Convention of Lomé	pta_318	1975	197	Conclusions	pta_318_2739
Yaoundé II	pta_317	1969	196	Preamble	pta_317_2719
